,7,8,9,10,11
Blue,4.146067415730337,4.184,4.063604240282685,3.153673583847448,3.191358024691358
White,0.10112359550561797,0.2693333333333333,0.5441696113074205,1.0308468872686483,1.2132003798670465
Military,0.02247191011235955,0.112,0.3474676089517079,0.5120583286595626,0.6823361823361823
School,0.12359550561797752,0.2906666666666667,0.9988221436984688,2.348850252383623,2.5593542260208926
Home,5.0,4.501333333333333,3.2120141342756185,2.114413909141896,1.5788224121557455
Total,9.393258426966293,9.357333333333333,9.1660777385159,9.159842961301178,9.225071225071225
